트위터,날짜
애국시민여러분.일본상품 불매운동 앞장섭시다!ㅠ일본에서는 한국인 무시하고 내쫒는데~ 자존심도 없는 친일파 왜놈문화 즐기는 인간들의 일본음식 상품 선호는 간신같은 자존심없는 챙피한 매국노 행위이다! http://me2.do/52CKfqMG,2015-04-10
일본제품 불매운동을 해야하고 일본차 타는놈들은 매국노다.,2015-04-08
일본의 모든것들이 한국을 조롱하는구나.. 대응할 능력도 의지도 부족한 정부를 대신하여.. &#34;일재불매운동&#34; 이렇게 밖에 못하는 대한민국 국민인게 억울하다! http://me2.do/FVZIoeeq,2015-04-06
강자한테만 아부하는 간신쓰레기 왜놈들! 이지구상.완전 멸종시켜야될 쓰레기 왜적일본 악마종자를 완전 멸종시켜야된다! 특히.중국과 공동대응 연합 단합하여 강력히.일본상품불매운동. 항일 극일운동 전... http://me2.do/G3UNcHeJ,2015-04-04
"일본이 깝치다가 중국 언론을 통한 일제 상품 불매운동이 일어나고, 희토류 일본 수출을 금지하자 바로 백기를 들었다는 거 잊어버렸나? 중국이 호구인 줄 아나?",2015-03-24
한국인에게 칸코레 하지마라고 할 유일한 이유는 '니가 그런 걸 하면 칸코레의 인기에 일조하고 DMM이 돈을 더 많이 벌고 칸코레류의 게임이 더 많이 나와 일본의 파시스트적 예술소비에 일조할 것이다'라는 느슨한 불매운동식 정당화겠지. I admit,2015-03-24
지독한 일본을 혼내주기위해서 위인부 피해를 입은 모든 국가들이 단합해서 일본상품 불매운동 같은것을 해야 하지않나 싶다. 지독한 넘들~,2015-03-19
@BoycottJapan_ 일본 타이지 지역에서의 잔혹한 돌고래학살은 전세계 동물애호가의 공분을 사고있다. 우리가 일본제품 불매운동을 벌이는 이유다 @BoycottJapan_ @BoycottJapan20,2015-03-17
"@BoycottJapan_ 일본정부는 다이지마을의 돌고래학살을 ""전통""이라고 주장하며 수수방관하고 있다. 국제적 일본제품불매운동이 일본정부를 움직일수있을것이다.",2015-03-13
"@BoycottJapan_ 이런이유로 환경운동가들은 국제적여론전, 일본제품불매운동, 2020도쿄올림픽보이콧등으로 일본을 압박하고 있다",2015-03-13
"국제시장경제시대에 ""무슨국수주의냐?"" ""흥선대원군쇄국정책하냐"" 라고 비판할지도 모르겠습니다만.. 일본제품불매운동좀합시다좀... 2020년도쿄올림픽 보이콧운동도 좀합시다좀..",2015-03-06
나는 일본의 불법포경중지를 일본정부에 요구하는바이다. 또한 일본의불법포경을 중지시키려는 국제적 일본제품불매운동을 적극지지한다. http://ln.is/bit.ly/ZUgLo,2015-03-06
@core55555 일본은 연구목적의 포경으로 위장하여 상업포경을 하는수법으로 전세계 해양생태계를 위협하고 있다. 그런이유로 일본기업에 대한 불매운동을 하는바이다.,2015-03-04
http://ln.is/thepetitionsite.com/M9Y9o … 해당링크는 일본의 불법고래잡이규탄 및 일본제품불매운동을 벌이는 국제적운동입니다. 많은 분들의 관심과서명 부탁드립니다,2015-03-04
젤다의전설 무쥬라의가면 리메이크도 내일 발매지요...?? 다들 일본에 현혹되어잇습니다... 닌텐도까지 그런 회사일줄은 상상도 못햇네요..우리모듀불매운동을합시다..,2015-02-13
‘독도 지키기 운동’ 일환 후원 일본제품 불매운동 전개 ‘다케시마’로 명칭 변경위해 후원금 낸 13개 日기업 대상 세븐일레븐·헬로키티·니콘·캐논·소니·닌텐도·다이소·하이테크·아식스 일본 독도... http://fb.me/3BkbHG4u0,2015-02-05
하트 커넥트 성우분 넘 불쌍하네.. 일본 문물의 영향 중 이지메가 제일 질 나쁘다. 집단이 사람 하나를 가지고 놀고 조롱하는 행위는 법적 처벌을 받아야 겠지.. 불매운동 정도가 아니라.,2015-01-21
저런 일본기업 확실치도 않은 소스로 불매운동할바에야 F/OSS 에 겨우살이같은짓하는 K-공유기 불매운동이나 하세여...,2015-01-17
"독도문제를 이슈화 시켜 일본제품 불매운동을 하고 있는데, 이는 일제강점기 물산장려운동 처럼 자본가와 상인들만 이득을 보는 가짜 민족주의다. 그래서 신간회도 물산장려운동을 반대했던 것이다. 우리가 까야할 대상은 일본의 전범기업과 한국의 친일파뉴라이트다.",2015-01-16
"이케아 한국 소비자가 봉으로 생각 하는 모양이다. 세계에서 제일 비싸게 팔아, 일부 소파의 경우 일본 보다 100만원 비싸다.불매운동으로 한국 소비자의 힘을 보여 줘야겠다.",2015-01-16
@kamyda 일본 수산물 불매운동,2015-01-15
"미쓰비시같이 명백한 사례 말고 일본계 기업이었다가 해외매각된 브랜드, 침략전쟁때 창업도 안된 기업까지 엮어 열심히 유포하면 언론이 확인없이 받아쓰고 스펙쌓고싶은 '착한' 대학생들이 불매운동 나서고 여초카페는 지금도 유니클로 사면 매국노 취급당한담서요?",2015-01-15
@caritas87 뭐에여. 그럼 일본은 왜 불매운동을;;;;짜고치는 고스톱인가여;;;;,2015-01-12
"영화배우 안젤리나졸리""의 ""언브로큰""영화는 19세 올림픽국가대표 ""루이 잠페리니""가 2차세계대전 일본포로수용소에서 겪은 슬픈실화영화 입니다 일본극우세력놈들이 불매운동 하며 욕합니다. 한국에 도움요청 했습니다 pic.twitter.com/z0BpKx0VA6""",2015-01-12
이런 논란으로 방송 안보겠다고? 그런 충성심으로 위안부 할머니들 한 좀 풀게 일본제품 불매운동 좀 하지.... http://durl.me/828mgx #mediadaum,2015-01-12
일본 맥도날드 불매운동 http://funwd.com/xe/77161,2015-01-09
롯데리아 라면버거로 벌린 수익이 사실은 일본의 야스쿠니 신사참배에 쓰인다고 하네요~ 모두 불매운동합시다~ 물론 개소립니다~,2015-01-08
@thx_sis 대놓고 불매운동 말은 안하고요. 다만 게봄나비에 일본 활동 영상이 안올라와요...... 방송 꽤 했는데도....,2015-01-06
"꼭 봐야지~ RT @HYS_FAMILY: 여러분! 영화배우 ""안젤리나졸리"" 감독의 ""언브로큰""영화를, 일본극우세력놈들이 불매운동 했고, 일본 출입금지 한답니다. 한국을 사랑하는 안젤리나졸리 영화배우 ... http://twtkr.com/L1lq8c",2015-01-01
