"구군","종별","의료기관명","소   재   지","일반 병상수","정신 병상수","요양 병상수","개설일자","전화번호"
"북구","의원","행복한내과의원","울산광역시 북구 명촌로 85, 301동 206호 (명촌동, 평창리비에르2차상가)","0","0","0","2016-09-05","052-283-2299"
"북구","의원","오늘성형외과의원","울산광역시 북구 산업로 1005, 3층 301호 (연암동)","0","0","0","2016-07-12","052-222-9800"
"북구","의원","현대연합의원","울산광역시 북구 상방로 106, 2층 (연암동)","0","0","0","2015-12-22","052-291-9800"
"북구","의원","세나산부인과의원","울산광역시 북구 호계로 281 (호계동)","0","0","0","2015-08-10","052-285-3800"
"북구","의원","한양마취통증의학과의원","울산광역시 북구 호계로 277 (호계동)","0","0","0","2015-08-03","052-293-5588"
"북구","의원","아이마음소아청소년과의원","울산광역시 북구 매곡로 115, 3층 (매곡동)","29","0","0","2015-01-29","052-716-5170"
"북구","의원","365호계내과의원","울산광역시 북구 호계로 272 (호계동)","29","0","0","2014-12-16","052-295-1190"
"북구","의원","연희가정의학과의원","울산광역시 북구 천곡남로 33, 203호 204호 (천곡동, 삼성코아루상가)","0","0","0","2014-08-18","052-295-0800"
"북구","의원","곽안과의원","울산광역시 북구 화봉로 58, 402호 (연암동, 신화프라자)","0","0","0","2014-07-01","070-7765-0881"
"북구","의원","굿모닝이비인후과의원","울산광역시 북구 화봉로 67, 4층 (화봉동)","1","0","0","2014-01-22","052-287-4287"
"북구","의원","상쾌한이비인후과의원","울산광역시 북구 매곡로 115, 2층 202호 (매곡동)","0","0","0","2013-08-09","052-781-1231"
"북구","의원","센텀재활의학과의원","울산광역시 북구 제내1길 2 (신천동, 필그린상가 302호)","0","0","0","2012-04-30","052-277-2282"
"북구","의원","미라클의원","울산광역시 북구 호계로 298 (호계동, 3층)","0","0","0","2012-03-21","052-298-5511"
"북구","의원","열린소아청소년과의원","울산광역시 북구 신답로 40, 4층 (상안동, 지팝프라자 4층)","0","0","0","2012-03-05","052-297-7733"
"북구","의원","하나정형외과의원","울산광역시 북구 염포로 521 (양정동)","29","0","0","2012-02-06","052-287-9853"
"북구","의원","영남이비인후과의원","울산광역시 북구 가재길 87, 3층 (천곡동)","0","0","0","2011-04-27","052-286-8277"
"북구","의원","홍찬의소아청소년과의원","울산광역시 북구 달천로 9, 2층 202호 (천곡동, 창성빌딩)","0","0","0","2011-03-14","052-281-0756"
"북구","의원","새현대의원","울산광역시 북구 천곡길 169, 106동 201호 (천곡동)","0","0","0","2010-08-03","052-291-3770"
"북구","의원","이강우소아청소년과의원","울산광역시 북구 화산중앙로 84, 2층 (화봉동)","0","0","0","2010-05-20","052-268-6575"
"북구","의원","웰당이진우내과의원","울산광역시 북구 매곡1로 46, 208호 (매곡동, 대우프라자)","0","0","0","2010-03-08","052-292-7179"
"북구","의원","마디마취통증의학과의원","울산광역시 북구 호계로 322, 3층 (신천동)","0","0","0","2010-02-09","052-295-1003"
"북구","의원","민사랑내과의원","울산광역시 북구 아진로 102, 201호 (천곡동, 그린상가)","0","0","0","2009-09-03","052-292-1111"
"북구","의원","호계명안과 의원","울산광역시 북구 호계로 298, 3층 (호계동)","0","0","0","2009-04-24","052-292-8277"
"북구","의원","조윤성내과의원","울산광역시 북구 신답로 48, 3층 6호 (상안동, 프리지아)","0","0","0","2009-03-03","052-293-7171"
"북구","의원","김경원산부인과의원","울산광역시 북구 호계로 332-1, 2층 (신천동, 현대하이플러스상가)","0","0","0","2009-03-03","052-296-5600"
"북구","의원","다정의원","울산광역시 북구 매곡1로 15 (매곡동)","0","0","0","2008-02-11","052-282-0127"
"북구","의원","함께하는의원","울산광역시 북구 염포로 673 (염포동)","0","0","0","2007-08-29","052-289-7046"
"북구","의원","북구항외과의원","울산광역시 북구 신답로 35, 6층 (상안동)","9","0","0","2007-03-14","052-281-0975"
"북구","의원","개구쟁이소아과의원","울산광역시 북구 신답로 35, 4층 (상안동)","0","0","0","2007-03-05","052-294-7505"
"북구","의원","홍정형외과의원","울산광역시 북구 신답로 35, 7,8층 (상안동, 하이크리닉)","14","0","0","2007-03-02","052-285-1100"
"북구","의원","오케이비뇨기과의원","울산광역시 북구 신답로 48, 312호 (상안동, 프리지아)","0","0","0","2006-12-11","052-281-1888"
"북구","의원","이순일내과의원","울산광역시 북구 호계2길 7 (호계동)","0","0","0","2006-04-20","052-282-7588"
"북구","의원","강남피부과의원","울산광역시 북구 호계로 332-1, 205호 (신천동, 현대하이플러스상가)","0","0","0","2005-07-07","052-286-5523"
"북구","의원","이내과의원","울산광역시 북구 명촌로 85 (명촌동, 평창리비에르2차아파트)","0","0","0","2004-11-22","052-289-1066"
"북구","의원","코끼리이비인후과의원","울산광역시 북구 아진로 76, 201호 (상안동, 맑음샘빌딩)","0","0","0","2004-03-12","052-294-8275"
"북구","의원","김은정소아과의원","울산광역시 북구 명촌15길 10, 2층 201호 (명촌동, 평창리비에르3차상가)","0","0","0","2003-12-30","052-288-5510"
"북구","의원","예스정형외과의원","울산광역시 북구 호계로 241 (호계동)","29","0","0","2003-09-16","052-286-5800"
"북구","의원","미비뇨기과의원","울산광역시 북구 화봉로 59 (화봉동)","0","0","0","2003-08-01","052-288-3550"
"북구","의원","우리가정의학과의원","울산광역시 북구 화봉로 75 (화봉동)","0","0","0","2003-05-30","052-289-2075"
"북구","의원","하나산부인과의원","울산광역시 북구 호계로 292 (호계동)","0","0","0","2003-04-30","052-282-8258"
"북구","의원","열린이비인후과의원","울산광역시 북구 호계로 322 (신천동)","0","0","0","2003-03-24","052-291-2975"
"북구","의원","미즈아이산부인과의원","울산광역시 북구 화봉로 67 (화봉동)","4","0","0","2003-03-07","052-289-3200"
"북구","의원","정비뇨기과의원","울산광역시 북구 제내1길 2, 306호 (신천동, 필그린상가)","0","0","0","2002-08-20","052-286-2286"
"북구","의원","하늘이비인후과의원","울산광역시 북구 명촌로 75, 2층 (명촌동, 미남빌딩)","0","0","0","2002-08-02","052-289-7582"
"북구","의원","미래신경외과의원","울산광역시 북구 호계6길 34 (호계동)","8","0","0","2002-03-15","052-298-7582"
"북구","의원","강동의원","울산광역시 북구 동해안로 1441 (정자동)","0","0","0","2001-12-21","052-298-7534"
"북구","의원","청십자흉부외과의원","울산광역시 북구 호계로 202 (호계동)","0","0","0","2001-10-06","052-295-5919"
"북구","의원","호계연합내과진단방사선과의원","울산광역시 북구 호계로 326 (신천동)","0","0","0","2001-08-30","052-286-7585"
"북구","의원","화봉정형외과의원","울산광역시 북구 화봉로 75 (화봉동)","0","0","0","2001-03-12","052-289-1119"
"북구","의원","호계연세안과의원","울산광역시 북구 호계로 324 (신천동)","0","0","0","2000-09-07","052-286-0106"
"북구","의원","한빛이비인후과의원","울산광역시 북구 제내1길 2, 307호 (신천동, 필그린상가)","0","0","0","2000-04-24","052-286-7613"
"북구","의원","봄소아청소년과의원","울산광역시 북구 매곡1로 15, 3층 (매곡동)","0","0","0","1998-12-14","052-286-1311"
"북구","의원","미라인의원","울산광역시 북구 염포로 601 (양정동, 현대자동차문회회관)","0","0","0","1997-12-31","052-288-0120"
"북구","의원","이기호내과의원","울산광역시 북구 염포로 599 (양정동)","0","0","0","1997-12-08","052-287-6187"
"북구","의원","한소아청소년과의원","울산광역시 북구 염포로 601, 2층 (양정동, 현대자동차회관)","0","0","0","1997-04-23","052-288-0075"
"북구","의원","김현경의원","울산광역시 북구 화봉로 60, 206호 (연암동)","0","0","0","1997-04-11","052-287-0314"
"북구","의원","김영근의원","울산광역시 북구 이화5길 10 (중산동)","0","0","0","1996-06-01","052-282-3770"
"북구","의원","김유홍내과의원","울산광역시 북구 화봉로 67, 2층 (화봉동)","0","0","0","1996-05-01","052-288-9693"
"북구","의원","김환곤내과의원","울산광역시 북구 호계로 292, 2층 (호계동)","0","0","0","1996-02-09","052-295-6996"
"북구","의원","울산학문외과의원","울산광역시 북구 호계로 374 (신천동)","9","0","0","1994-04-30","052-282-1414"
"북구","의원","구암의원","울산광역시 북구 염포로 633 (염포동)","0","0","0","1982-09-28","052-287-7246"
"북구","부속의원","현대자동차 부속의원","울산광역시 북구 염포로 700(양정동)","0","0","0","1989-08-12","052-280-4847"
"북구","치과의원","블루마치과의원","울산광역시 북구 화암1길 52, 1층 204호 (산하동)","0","0","0","2018-03-15","052-285-2822"
"북구","치과의원","미서울치과의원","울산광역시 북구 매산로 15 (매곡동)","0","0","0","2018-01-29","052-246-2875"
"북구","치과의원","이성규치과의원","울산광역시 북구 제내1길 2 (신천동)","0","0","0","2016-03-29",
"북구","치과의원","천곡치과의원","울산광역시 북구 관문길 6-1, 2층 (천곡동)","0","0","0","2014-05-30","052-297-7574"
"북구","치과의원","아이샘치과의원","울산광역시 북구 호계로 286, 3층 (호계동)","0","0","0","2013-07-12","052-293-1275"
"북구","치과의원","테라스치과의원","울산광역시 북구 매산로 92-9, 2층 (매곡동)","0","0","0","2013-06-20","052-716-2528"
"북구","치과의원","세종치과의원","울산광역시 북구 천곡남로 37, 2층 205호 (천곡동, 삼성코아루아파트상가)","0","0","0","2012-11-01","052-282-2870"
"북구","치과의원","고운치과의원","울산광역시 북구 화봉로 75, 4층 (화봉동)","0","0","0","2012-06-18","052-289-2820"
"북구","치과의원","서울수치과의원","울산광역시 북구 호계로 279, 3층 (호계동)","0","0","0","2011-11-08","052-285-2275"
"북구","치과의원","현대하이치과의원","울산광역시 북구 염포로 521-1, 3층 (양정동)","0","0","0","2011-08-25","052-287-7528"
"북구","치과의원","비전치과의원","울산광역시 북구 신천로 57, 2층 (매곡동)","0","0","0","2011-08-10","052-282-2275"
"북구","치과의원","엠플러스치과의원","울산광역시 북구 화산중앙로 84, 2층 (화봉동)","0","0","0","2010-12-16","052-289-8565"
"북구","치과의원","금세치과의원","울산광역시 북구 가재길 82 (천곡동, 리더스빌딩)","0","0","0","2010-11-15","052-285-2835"
"북구","치과의원","하늘갤러리치과의원","울산광역시 북구 호계로 300, 3층 (호계동)","0","0","0","2010-06-17","052-298-7222"
"북구","치과의원","해마루치과의원","울산광역시 북구 매곡1로 46, 203호 (매곡동, 대우프라자)","0","0","0","2009-12-21","052-295-7528"
"북구","치과의원","전치과의원","울산광역시 북구 가재길 86, 2층 (천곡동)","0","0","0","2009-10-05","052-286-7528"
"북구","치과의원","양정치과의원","울산광역시 북구 염포로 529, 3층 (양정동)","0","0","0","2009-09-28","052-287-2850"
"북구","치과의원","하나로치과의원","울산광역시 북구 매곡로 7 (신천동)","0","0","0","2009-01-02","052-296-2875"
"북구","치과의원","웰컴치과의원","울산광역시 북구 매곡1로 15, 3층 (매곡동, 농소농협)","0","0","0","2008-08-28","052-291-2875"
"북구","치과의원","플러스치과의원","울산광역시 북구 호계로 332-1 (신천동)","0","0","0","2008-01-04","052-291-1454"
"북구","치과의원","시카고치과의원","울산광역시 북구 화봉로 69 (화봉동)","0","0","0","2008-01-02","052-288-2875"
"북구","치과의원","노블치과의원","울산광역시 북구 호계로 277 (호계동)","0","0","0","2007-09-01","052-293-2879"
"북구","치과의원","자연이치과의원","울산광역시 북구 신답로 40 (상안동)","0","0","0","2007-05-23","052-295-2875"
"북구","치과의원","위드치과의원","울산광역시 북구 신답로 48, 311호 (상안동, 프리지아상가)","0","0","0","2007-02-14","052-293-2874"
"북구","치과의원","호계유어스치과의원","울산광역시 북구 호계로 326 (신천동)","0","0","0","2006-05-12","052-286-2080"
"북구","치과의원","하종호치과의원","울산광역시 북구 화봉로 58 (연암동)","0","0","0","2006-04-19","052-287-7875"
"북구","치과의원","라임치과의원","울산광역시 북구 화봉로 59, 나동 206호 (화봉동)","0","0","0","2005-04-15","052-287-3528"
"북구","치과의원","행복한치과의원","울산광역시 북구 염포로 673, 3층 (염포동)","0","0","0","2004-11-11","052-287-5228"
"북구","치과의원","윌치과의원","울산광역시 북구 호계로 275 (호계동)","0","0","0","2004-07-02","052-282-8500"
"북구","치과의원","준치과의원","울산광역시 북구 염포로 679 (염포동)","0","0","0","2004-06-25","052-287-2870"
"북구","치과의원","신희재치과의원","울산광역시 북구 명촌로 83 (명촌동, 유성빌딩)","0","0","0","2004-03-11","052-289-2848"
"북구","치과의원","미플란트치과의원","울산광역시 북구 명촌10길 3, 2층 (명촌동)","0","0","0","2003-10-08","052-289-0328"
"북구","치과의원","늘푸른치과의원","울산광역시 북구 명촌로 75 (명촌동)","0","0","0","2003-07-30","052-288-5875"
"북구","치과의원","그린플란트치과의원","울산광역시 북구 신답로 41 (상안동, 쌍용아진그린타운)","0","0","0","2003-02-27","052-286-0757"
"북구","치과의원","정인치과의원","울산광역시 북구 아진로 106-2 (천곡동)","0","0","0","2001-10-18","052-286-6300"
"북구","치과의원","바른임플치과의원","울산광역시 북구 진장유통로 64, 4층 (진장동, 롯데마트)","0","0","0","2001-06-29","052-288-7520"
"북구","치과의원","현대문화치과의원","울산광역시 북구 염포로 599, 1층 (양정동, 현대자동차문화회관)","0","0","0","2001-03-21","052-288-6045"
"북구","치과의원","박태근치과의원","울산광역시 북구 화봉로 67, 2층 (화봉동)","0","0","0","2000-04-01","052-288-7585"
"북구","치과의원","디아이연세치과의원","울산광역시 북구 화봉로 60, 203호 (연암동)","0","0","0","1999-06-15","052-288-2929"
"북구","치과의원","강동치과의원","울산광역시 북구 산하중앙2로 290, 402호 (산하동, 아이스퀘어)","0","0","0","1998-06-03","052-298-2804"
"북구","치과의원","21세기좋은치과의원","울산광역시 북구 호계로 283 (호계동)","0","0","0","1997-12-29","052-282-7582"
"북구","치과의원","청아치과의원","울산광역시 북구 호계로 328 (신천동)","0","0","0","1997-08-05","052-286-9580"
"북구","치과의원","이순석치과의원","울산광역시 북구 화봉로 59, 가동 207호 (화봉동, 화봉시장)","0","0","0","1997-01-17","052-288-8073"
"북구","치과의원","가우정치과의원","울산광역시 북구 호계로 292, 4층 (호계동, 가우정치과의원)","0","0","0","1996-04-10","052-295-9440"
"북구","치과의원","현대치과의원","울산광역시 북구 염포로 581 (양정동)","0","0","0","1995-11-30","052-289-2828"
"북구","치과의원","곽치과의원","울산광역시 북구 호계로 298 (호계동)","0","0","0","1994-01-19","052-298-9361"
"북구","치과의원","호계치과의원","울산광역시 북구 호계2길 7, 2층 201호 (호계동)","0","0","0","1989-04-26","052-282-8875"
"북구","한의원","강동한의원","울산광역시 북구 산하중앙2로 290, 5층 502호 (산하동, 아이스퀘어)","0","0","0","2017-08-24","052-292-1075"
"북구","한의원","바로서한의원","울산광역시 북구 화봉로 60, 3층 303호 (연암동, 명보연암상가)","0","0","0","2017-03-15","052-287-7535"
"북구","한의원","약손한의원","울산광역시 북구 호계로 237, 1층 (호계동)","0","0","0","2017-01-23","052-296-1075"
"북구","한의원","입선한의원","울산광역시 북구 염포로 569, 3층 (양정동)","0","0","0","2015-11-24","052-288-1075"
"북구","한의원","홍한의원","울산광역시 북구 호계로 298 (호계동)","0","0","0","2014-09-05","052-297-1077"
"북구","한의원","학교법인제한학원현대한의원","울산광역시 북구 염포로 700 (양정동, 현대자동차 A동 4)","0","0","0","2014-05-30","052-289-8534"
"북구","한의원","건강백세한의원","울산광역시 북구 화봉로 74, 1층 102호 (연암동)","0","0","0","2013-04-08","052-289-4878"
"북구","한의원","행복나무한의원","울산광역시 북구 달천로 9, 203호 (천곡동, 창성빌딩)","0","0","0","2012-04-23","052-298-2525"
"북구","한의원","도담한의원","울산광역시 북구 매산로 92-9, 4층 (매곡동)","0","0","0","2010-12-16","052-292-5315"
"북구","한의원","매곡경희한의원","울산광역시 북구 매곡1로 15, 3층 (매곡동)","0","0","0","2010-07-22","052-294-7510"
"북구","한의원","혜중한의원","울산광역시 북구 화산로 22, 2층 (화봉동)","0","0","0","2010-04-01","052-286-7575"
"북구","한의원","경희자연한의원","울산광역시 북구 호계로 288-1, 1,2층 (호계동)","0","0","0","2010-02-25","052-282-7585"
"북구","한의원","몸맑은한의원","울산광역시 북구 화봉로 73, 201호 (화봉동, 새한빌딩)","0","0","0","2009-12-07","052-287-7154"
"북구","한의원","동양한의원","울산광역시 북구 가재길 82, 301,302호 (천곡동, 리더스빌딩)","0","0","0","2009-11-19","052-282-1175"
"북구","한의원","몸앤맘한의원","울산광역시 북구 이화5길 23 (중산동)","0","0","0","2008-08-22","052-293-3288"
"북구","한의원","아이plus한의원","울산광역시 북구 신답로 35 (상안동)","0","0","0","2007-10-12","052-282-0070"
"북구","한의원","신한의원","울산광역시 북구 신답로 40, 312호 (상안동, 지팝프라자)","0","0","0","2007-04-16","052-294-1275"
"북구","한의원","안민한의원","울산광역시 북구 호계로 328, 204호 (신천동, 코끼리타운)","0","0","0","2006-03-17","052-291-1075"
"북구","한의원","차돌한의원","울산광역시 북구 염포로 581 (양정동)","0","0","0","2005-04-19","052-287-4199"
"북구","한의원","인동한의원","울산광역시 북구 명촌로 83 (명촌동)","0","0","0","2005-02-24","052-289-7222"
"북구","한의원","늘푸른한의원","울산광역시 북구 염포로 679, 2층 (염포동)","0","0","0","2004-11-05","052-287-8882"
"북구","한의원","밝은미소한의원","울산광역시 북구 화봉로 67, 3층 (화봉동)","0","0","0","2004-09-30","052-289-7575"
"북구","한의원","중산한의원","울산광역시 북구 호계로 366-2 (신천동)","0","0","0","2004-02-21","052-293-7582"
"북구","한의원","초당한의원","울산광역시 북구 명촌10길 3, 3층 (명촌동)","0","0","0","2003-11-11","052-288-9888"
"북구","한의원","나을한의원","울산광역시 북구 신답로 48, 307호 (상안동, 프리지아상가)","0","0","0","2003-08-26","052-285-1075"
"북구","한의원","경희한의원","울산광역시 북구 무룡로 1123 (정자동)","0","0","0","2001-09-06","052-298-5559"
"북구","한의원","민들레한의원","울산광역시 북구 천곡길 131 (천곡동)","0","0","0","2001-05-10","052-288-8275"
"북구","한의원","새날한의원","울산광역시 북구 호계로 292, 1층 (호계동)","0","0","0","2000-02-18","052-286-1075"
"북구","한의원","현대문화한의원","울산광역시 북구 염포로 599 (양정동)","0","0","0","1997-12-02","052-289-2628"
"북구","한의원","옥천한의원","울산광역시 북구 아진로 102, 2층 202호 (천곡동)","0","0","0","1997-08-19","052-282-6001"
"북구","한의원","보한당한의원","울산광역시 북구 호계로 282-1, 2층 (호계동)","0","0","0","1995-07-07","052-286-4485"
"북구","한의원","동남한의원","울산광역시 북구 매곡로 7 (신천동)","0","0","0","1992-06-18","052-298-8199"
"북구","한의원","천수제세한의원","울산광역시 북구 염포로 647 (염포동)","0","0","0","1988-05-25","052-287-9602"
"울주군","종합병원","서울산보람병원","울산광역시 울주군 삼남면 중평로 53","240","0","0","2007-02-01","052-255-7114"
"울주군","병원","온양우리아동병원","울산광역시 울주군 온양읍 화산발리로 742-15, 온양우리아동병원 지1,지2,2~5층","38","0","0","2018-07-09","052-968-1365"
"울주군","병원","의료법인 명원의료재단 파인힐병원","울산광역시 울주군 상북면 석남로 900","31","0","0","2017-06-09","052-263-0070"
"울주군","병원","우리아동병원","울산광역시 울주군 언양읍 헌양길 175","36","0","0","2016-01-05","052-716-1365"
"울주군","병원","햇살아동병원","울산광역시 울주군 범서읍 천상중앙길 80","40","0","0","2012-12-04","052-211-8448"
"울주군","병원","세광병원","울산광역시 울주군 삼남면 반구대로 15","64","299","0","2007-02-28","055-381-8275"
"울주군","병원","울산기독병원","울산광역시 울주군 두동면 남명리1길 34-49","0","245","0","2000-11-01","052-263-5111"
"울주군","병원","큰빛웅촌병원","울산광역시 울주군 웅촌면 웅촌로 685","0","179","0","1997-08-06","052-225-0834"
"울주군","병원","사회복지법인 동향원 부설 반구대병원","울산광역시 울주군 두동면 천전각석길 11","0","240","0","1996-01-30","052-264-9225"
"울주군","병원","남울산보람병원","울산광역시 울주군 온양읍 덕남로 233","171","0","0","1992-04-28","052-231-8223"
"울주군","요양병원","울산연세요양병원","울산광역시 울주군 범서읍 천상5길 10-5 (연세요양병원)","0","0","188","2016-05-19","052-248-8900"
"울주군","요양병원","간절곶자연요양병원","울산광역시 울주군 서생면 용리길 165-11","0","0","80","2015-05-01","052-246-0002"
"울주군","요양병원","범서사랑요양병원","울산광역시 울주군 범서읍 구영로 94, 엠프라자 3,8층","0","0","125","2014-02-27","052-211-9393"
"울주군","요양병원","정토마을 자재요양병원","울산광역시 울주군 상북면 소야정길 216-39","0","0","128","2013-07-25","052-255-8400"
"울주군","요양병원","언양아하브요양병원","울산광역시 울주군 상북면 삽재로 400","0","0","76","2006-01-02","052-264-6100"
"울주군","요양병원","평화요양병원","울산광역시 울주군 언양읍 읍성로 11","0","0","199","2005-07-21","052-262-3229"
"울주군","요양병원","이손요양병원","울산광역시 울주군 삼남면 하방로 39","0","0","463","2005-03-28","055-780-1000"
"울주군","요양병원","울산광역시립노인병원","울산광역시 울주군 온양읍 덕남로 243","0","0","130","2004-05-31","052-231-7900"
"울주군","요양병원","고려요양병원","울산광역시 울주군 온양읍 온양로 3","0","0","90","2003-10-28","052-239-0669"
"울주군","요양병원","언양요양병원","울산광역시 울주군 삼남면 반구대로 785","0","0","170","1999-07-05","052-262-5200"
"울주군","의원","온양센텀소아청소년과의원","울산광역시 울주군 온양읍 온양로 105, 4~5층","16","0","0","2018-03-08","052-707-0556"
"울주군","의원","제일속건강의원","울산광역시 울주군 언양읍 헌양길 57-1, 4층","0","0","0","2018-01-24","052-263-7585"
"울주군","의원","박승현내과의원","울산광역시 울주군 온양읍 온양로 105, 3층","0","0","0","2017-10-23","052-237-8800"
"울주군","의원","시원한마취통증의학과의원","울산광역시 울주군 온양읍 남창1길 50, 4층","0","0","0","2017-07-24","052-225-6768"
"울주군","의원","온양밝은안과의원","울산광역시 울주군 온양읍 남창1길 50, 3층","0","0","0","2017-07-10","052-707-7582"
"울주군","의원","평화정형외과의원","울산광역시 울주군 언양읍 헌양길 156, 2층 (남빛빌딩)","0","0","0","2017-05-15","052-262-6622"
"울주군","의원","제이원의원","울산광역시 울주군 범서읍 구영로 155, 4~8층","0","0","0","2017-03-21","052-911-6000"
"울주군","의원","울산이비인후과의원","울산광역시 울주군 범서읍 장검길 55, 2층","0","0","0","2016-09-20","052-249-7582"
"울주군","의원","황만근내과의원","울산광역시 울주군 범서읍 천상길 17, 1층","0","0","0","2016-05-18","052-248-7760"
"울주군","의원","김준형정신건강의학과의원","울산광역시 울주군 언양읍 동문길 65","0","0","0","2015-06-26","052-254-7579"
"울주군","의원","정희승가정의원","울산광역시 울주군 범서읍 천상길 2, 3층","0","0","0","2015-03-20","052-248-5575"
"울주군","의원","언양닥터홍마취통증의학과의원","울산광역시 울주군 언양읍 헌양길 4, 2,3층","0","0","0","2015-02-09","052-254-3777"
"울주군","의원","사랑마취통증의학과의원","울산광역시 울주군 온산읍 덕신로 256, 3층","0","0","0","2014-10-30","052-237-8881"
"울주군","의원","남창S의원","울산광역시 울주군 온양읍 남창2길 15 (15)","0","0","0","2014-09-03","052-239-6789"
"울주군","의원","박지현소아청소년과의원","울산광역시 울주군 범서읍 장검길 79 (굴화장검지구7B 3L)","0","0","0","2014-05-14","052-277-9177"
"울주군","의원","시원의원","울산광역시 울주군 온양읍 대운길 45, 2층","0","0","0","2013-02-19","052-263-6975"
"울주군","의원","평화안과의원","울산광역시 울주군 언양읍 헌양길 156, 3층 (남빛빌딩)","0","0","0","2012-09-28","052-264-8875"
"울주군","의원","박내과의원","울산광역시 울주군 청량읍 덕하장터길 3","0","0","0","2012-03-14","052-262-8275"
"울주군","의원","남창가정의학과의원","울산광역시 울주군 온양읍 남창1길 50, 2층","0","0","0","2011-09-20","052-238-9672"
"울주군","의원","하나가정의학과의원","울산광역시 울주군 청량읍 상정2길 6, 1층","0","0","0","2011-08-16","052-225-7582"
"울주군","의원","서생의원","울산광역시 울주군 서생면 해맞이로 872, 2층","0","0","0","2011-06-15","052-239-7582"
"울주군","의원","이효섭내과의원","울산광역시 울주군 범서읍 천상중앙길 95, 2층 (한솔빌딩)","0","0","0","2011-03-17","052-248-7578"
"울주군","의원","서울산백준호정형외과의원","울산광역시 울주군 범서읍 울밀로 2822, 2-5층","24","0","0","2010-10-06","052-224-9100"
"울주군","의원","하나소아청소년과의원","울산광역시 울주군 범서읍 장검길 10, 3층 (하나소아청소년과의원)","0","0","0","2010-05-18","052-232-0123"
"울주군","의원","서준영이비인후과의원","울산광역시 울주군 범서읍 구영로 104, 1층","0","0","0","2009-09-21","052-211-7382"
"울주군","의원","이상구내과의원","울산광역시 울주군 언양읍 반구대로 818","0","0","0","2009-01-28","052-254-2515"
"울주군","의원","구영성모안과의원","울산광역시 울주군 범서읍 구영로 86, 302호 (GM프라자)","0","0","0","2008-12-23","052-246-8275"
"울주군","의원","김성준내과의원","울산광역시 울주군 범서읍 구영로 100, 4층 401,402호 (구영프라자)","0","0","0","2008-04-04","052-248-0078"
"울주군","의원","성모이비인후과의원","울산광역시 울주군 범서읍 구영로 100, 3층 302호 (구영프라자)","2","0","0","2008-03-03","052-248-7585"
"울주군","의원","구영365소아청소년과의원","울산광역시 울주군 범서읍 구영로 86, 5층 501호 (지엠프라자)","22","0","0","2008-02-28","052-248-3650"
"울주군","의원","미라클의원","울산광역시 울주군 범서읍 구영로 86, 6층 602호 (GM프라자)","0","0","0","2007-11-12","052-248-5008"
"울주군","의원","동해강의원","울산광역시 울주군 온산읍 덕신로 259, 1층","0","0","0","2007-07-23","052-238-7525"
"울주군","의원","미소산부인과의원","울산광역시 울주군 온양읍 온양로 80, 1층","0","0","0","2007-07-23","052-239-7133"
"울주군","의원","대복의원","울산광역시 울주군 웅촌면 삼동로 1613, 2층","0","0","0","2007-02-23","052-222-2661"
"울주군","의원","백인정형외과의원","울산광역시 울주군 언양읍 남문길 13-4","0","0","0","2007-01-11","052-262-6900"
"울주군","의원","은혜내과의원","울산광역시 울주군 범서읍 구영로 142, 3층","0","0","0","2006-09-11","052-248-3375"
"울주군","의원","온산성모안과의원","울산광역시 울주군 온산읍 덕남로 15","0","0","0","2005-05-10","052-238-0775"
"울주군","의원","굿모닝이비인후과의원","울산광역시 울주군 언양읍 헌양길 16","1","0","0","2005-05-10","052-263-9525"
"울주군","의원","한빛이비인후과의원","울산광역시 울주군 온양읍 온양로 102","0","0","0","2005-01-27","052-239-2713"
"울주군","의원","남혜주의원","울산광역시 울주군 범서읍 점촌4길 26","0","0","0","2004-06-09","052-211-7682"
"울주군","의원","다솜의원","울산광역시 울주군 언양읍 헌양길 84","0","0","0","2004-05-01","052-263-1230"
"울주군","의원","진하의원","울산광역시 울주군 서생면 진하길 6","2","0","0","2004-04-03","052-239-7562"
"울주군","의원","최이비인후과의원","울산광역시 울주군 온산읍 덕신로 264, 2층","0","0","0","2003-05-30","052-238-9207"
"울주군","의원","언양조정형외과의원","울산광역시 울주군 언양읍 동문길 65, 3층","0","0","0","2003-03-04","052-262-0263"
"울주군","의원","다사롬소아과의원","울산광역시 울주군 범서읍 천상3길 10-14","0","0","0","2003-02-21","052-246-8575"
"울주군","의원","양도훈비뇨기과의원","울산광역시 울주군 언양읍 동문길 65, 5층","0","0","0","2002-11-20","052-263-6776"
"울주군","의원","연세하얀미의원","울산광역시 울주군 범서읍 천상중앙길 104, 3층","0","0","0","2002-10-02","052-211-1461"
"울주군","의원","조재민이비인후과의원","울산광역시 울주군 범서읍 천상중앙길 95, 2층 (한솔빌딩)","0","0","0","2002-04-16","052-245-0353"
"울주군","의원","최정형외과의원","울산광역시 울주군 범서읍 천상중앙길 51","0","0","0","2002-02-09","052-211-5861"
"울주군","의원","구호성내과의원","울산광역시 울주군 언양읍 남문길 13","0","0","0","2001-02-17","052-262-8118"
"울주군","의원","언양제일정형외과의원","울산광역시 울주군 언양읍 반구대로 815","0","0","0","2001-01-19","052-262-2211"
"울주군","의원","언양한사랑안과의원","울산광역시 울주군 언양읍 동문길 65, 4층","0","0","0","2001-01-16","052-254-5775"
